ID,POSITIVE,NEGATIVE
350,"ਆਪਣੇ ਪਰਿਵਾਰ ਨੂੰ ਇੱਥੇ ਹਮੇਸ਼ਾ ਲਿਆਉਣਾ ਪਸੰਦ ਕਰਦਾ ਹਾਂ, ਸਭ ਤੋਂ ਤਾਜ਼ਾ ਸੀ ਫ਼ੂਡ","ਆਪਣੇ ਪਰਿਵਾਰ ਨੂੰ ਇੱਥੇ ਹਮੇਸ਼ਾ ਲਿਆਉਣਾ ਪਸੰਦ ਕਰਦਾ ਹਾਂ, ਬੇਹਾ ਸੀ ਫ਼ੂਡ "
351,ਦੋਸਤਾਨਾ ਮਾਲਕ ਅਤੇ ਸਟਾਫ ਅਤੇ ਸੁਆਦ ਖਾਣਾ!,ਗੈਰ-ਦੋਸਤਾਨਾ ਮਾਲਕ ਅਤੇ ਸਟਾਫ ਅਤੇ ਬੇਕਾਰ ਖਾਣਾ!
352,ਉਹ ਸਕੂਲ ਵਿਚ ਵੀ ਡਿਲਵਰ ਕਰਨਗੇ!,ਉਹ ਸਕੂਲ ਵਿਚ ਡਿਲਵਰ ਨਹੀਂ ਕਰਦੇ!
353,ਰੋਨ ਅਜੇ ਵੀ ਸਭ ਤੋਂ ਵਧੀਆ ਹੈ।,ਰੋਨ ਬਦਤਰ ਹੈ
354,ਪਰਿਵਾਰ ਦੀ ਮਲਕੀਅਤ ਬਹੁਤ ਘੱਟ ਸੀ ਅਤੇ ਮੇਰਾ ਮਤਲਬ ਬਿਲਕੁਲ ਸ਼ਾਨਦਾਰ ਖਾਣੇ ਵਾਲਾ ਛੋਟਾ ਜਿਹਾ ਰਸਟੋਰੈਂਟ ਹੈ।,ਪਰਿਵਾਰ ਦੀ ਮਲਕੀਅਤ ਬਹੁਤ ਘੱਟ ਸੀ ਅਤੇ ਮੇਰਾ ਮਤਲਬ ਬਿਲਕੁਲ ਜਿਹਾ ਰੈਸਟੋਰੈਂਟ ਅਤੇ ਬੇਕਾਰ ਖਾਣਾ
355,ਮੀਟ ਅਤੇ ਚੀਜ਼ ਦੀ ਅੱਛੀ ਸਿਲੈਕਸ਼ਨ।,ਮੀਟ ਅਤੇ ਚੀਜ਼ ਦੀ ਮਾੜੀ ਸਿਲੈਕਸ਼ਨ।
356,ਨਾਰਮਲ ਗੇਰੋ ਸੈਂਡਵਿਚ ਉਨ੍ਹਾਂ ਦੀ ਸੋਸ ਨਾਲ ਖਾਧੀ ... ਬਹੁਤ ਵਧੀਆ.,ਨਾਰਮਲ ਗੇਰੋ ਸੈਂਡਵਿਚ ਉਨ੍ਹਾਂ ਦੀ ਸੋਸ ਨਾਲ ਖਾਧੀ ... ਬਹੁਤ ਮਾੜੀ.
357,ਮੈਨੂੰ ਸ਼ਾਇਦ ਅੱਜ ਤੱਕ ਦੇ ਸਭ ਤੋਂ ਵਧੀਆ ਰੈਸਟੋਰੈਂਟ ਤਜ਼ਰਬੇ ਹੋਏ।,ਮੈਨੂੰ ਸ਼ਾਇਦ ਅੱਜ ਤੱਕ ਦੇ ਸਭ ਤੋਂ ਮਾੜੇ ਰੈਸਟੋਰੈਂਟ ਤਜ਼ਰਬੇ ਹੋਏ।
358,ਆਸ ਪਾਸ ਦੇ ਇਲਾਕੇ ਵਿਚ ਸਭ ਤੋਂ ਵਧੀਆ ਗਰੀਨ ਕੋਰਨ ਟਮੇਲਸ।,ਆਸ ਪਾਸ ਦੇ ਇਲਾਕੇ ਵਿਚ ਸਭ ਤੋਂ ਮਾੜੇ ਗਰੀਨ ਕੋਰਨ ਟਮੇਲਸ।
359,"ਉਹ ਜੋ ਕੁਝ ਵੀ ਪਰੋਸਦੇ ਹਨ, ਸ਼ਾਨਦਾਰ ਹੁੰਦਾ ਹੈ।","ਉਹ ਜੋ ਕੁਝ ਵੀ ਪਰੋਸਦੇ ਹਨ, ਬੇਕਾਰ ਹੁੰਦਾ ਹੈ।"
360,ਭੀੜ ਦੇ ਸਮੇਂ ਵਿੱਚ ਰਸੋਈ ਨੂੰ ਵੇਖਣ ਲਈ ਮਜ਼ੇਦਾਰ।,ਭੀੜ ਦੇ ਸਮੇਂ ਵਿੱਚ ਰਸੋਈ ਨੂੰ ਵੇਖਣਾ ਮਜ਼ੇਦਾਰ ਨਹੀਂ ਹੁੰਦਾ।
361,"ਜਗ੍ਹਾ ਸਾਫ ਅਤੇ ਚੰਗੀ ਤਰ੍ਹਾਂ ਸੰਭਾਲੀ ਗਈ ਸੀ, ਡਰਿੰਕਸ ਦੀ ਵਾਜਬ ਕੀਮਤ।",ਜਗ੍ਹਾ ਗੰਦੀ ਸੀ ਅਤੇ ਡਰਿੰਕਸ ਮਹਿੰਗੇ ਸਨ ਅਤੇ ਬਹੁਤ ਪਤਲੇ ਸਨ
362,"ਕਰਮਚਾਰੀ ਹਮੇਸ਼ਾਂ ਮੈਨੂੰ ਅਤੇ ਮੇਰੇ ਕੁੱਤੇ ਨੂੰ ਯਾਦ ਕਰਦੇ ਹਨ, ਜੋ ਕਿ ਬਹੁਤ ਵਧੀਆ ਹੈ।","ਕਰਮਚਾਰੀ ਮੈਨੂੰ ਜਾਂ ਮੇਰੇ ਕੁੱਤੇ ਨੂੰ ਕਦੇ ਯਾਦ ਨਹੀਂ ਕਰਦੇ, ਜੋ ਕਿ ਬਹੁਤ ਨਿਰਾਸ਼ਾਜਨਕ ਹੈ।"
363,ਸਾਨੂੰ ਇੱਕ ਪਰਿਵਾਰ ਦੇ ਰੂਪ ਵਿੱਚ ਆਉਣਾ ਪਸੰਦ ਹੈ।,ਸਾਨੂੰ ਇੱਥੇ ਇੱਕ ਪਰਿਵਾਰ ਦੇ ਰੂਪ ਆਉਣਾ ਪਸੰਦ ਨਹੀਂ ਹੈ।
364,ਉਨ੍ਹਾਂ ਨੇ ਮੇਰਾ ਅਪਾਰਟਮੈਂਟ ਵੀ ਲੱਭ ਲਿਆ ਜੋ ਲੱਭਣਾ ਮੁਸ਼ਕਲ ਹੈ।,ਉਹ ਮੇਰਾ ਅਪਾਰਟਮੈਂਟ ਨਹੀਂ ਲੱਭ ਸਕੇ ਜੋ ਲੱਭਣਾ ਬਹੁਤ ਅਸਾਨ ਹੈ।
365,"ਬਹੁਤ ਮਦਦਗਾਰ, ਪ੍ਰਾਹੁਣਚਾਰੀ, ਗਿਆਨਵਾਨ ਅਤੇ ਜਾਣਕਾਰੀ ਭਰਪੂਰ।","ਬਹੁਤ ਹੀ ਮੱਦਦ ਨਾ ਕਰਨ ਵਾਲੇ, ਬੁਰੀ ਪ੍ਰਾਹੁਣਚਾਰੀ, ਅਣਜਾਣ, ਅਤੇ ਮੂਰਖ ।"
366,ਇਹ ਸਕੌਟਟਸਡੇਲ ਦੇ ਇੱਕ ਵੱਡੇ ਹਿੱਸੇ ਵਿੱਚ ਸਥਿਤ ਹੈ ਅਤੇ ਅਸਲ ਵਿੱਚ ਸਮਰਥਨਸ਼ੀਲ ਸੀ।,ਇਹ ਇਕ ਝੁੱਗੀ ਦੇ ਸਕੌਟਡੇਲ ਖੇਤਰ ਵਿਚ ਸਥਿਤ ਹੈ ਅਤੇ ਇਹ ਸਮਰਥਨਸ਼ੀਲ ਨਹੀਂ ਹੈ।
367,ਪਰ ਇਹ ਭਾਲਣ ਯੋਗ ਹੈ।,ਇਹ ਵੇਖਣਾ ਮਹੱਤਵਪੂਰਣ ਨਹੀਂ ਹੈ।
368,"ਬਹੁਤ ਦੋਸਤਾਨਾ ਸਟਾਫ, ਤੁਰੰਤ ਸੇਵਾ ਅਤੇ ਸ਼ਾਨਦਾਰ ਅਤੇ ਸਧਾਰਣ ਖਾਣਾ ਸਹੀ ਤਰੀਕੇ ਨਾਲ ਪਕਾਇਆ ਹੋਇਆ!",ਸਟਾਫ ਦੋਸਤਾਨਾ ਹੈ ਪਰ ਮਾੜੀ ਸੇਵਾ ਅਤੇ ਔਸਤ ਦਰਜੇ ਦਾ ਖਾਣਾ ਮਿਲਿਆ ਹੈ।
369,ਬਹੁਤ ਵਧੀਆ ਕੀਮਤਾਂ ਅਤੇ ਉੱਥੇ ਸਾਰੇ ਐਸੋਸੀਏਟ ਗਾਹਕ ਨਾਲ ਬਹੁਤ ਦੋਸਤਾਨਾ ਅਤੇ ਮਦਦਗਾਰ ਹਨ!,ਬਹੁਤ ਵਧੀਆ ਕੀਮਤਾਂ ਅਤੇ ਅਤੇ ਉੱਥੇ ਸਾਰੇ ਐਸੋਸੀਏਟ ਗਾਹਕ ਨਾਲ ਦੋਸਤਾਨਾ ਹਨ ਅਤੇ ਮਦਦਗਾਰ ਨਹੀਂ!
370,"ਅਤੇ ਮੈਂ ਆਪਣੀ ਪਸੰਦੀਦਾ ਸ਼ੂਗਰ ਬਾਓਲ ਖਾਧੀ, ਟਾਪ ਹੈਟ ਸੰਡੇ!","ਅਤੇ ਮੈਂ ਆਪਣੀ ਪਸੰਦੀਦਾ ਸ਼ੂਗਰ ਬਾਓਲ, ਟਾਪ ਹੈਟ ਸੰਡੇ ਨਹੀਂ ਖਾ ਸਕਿਆ!"
371,"ਬਹੁਤ ਵਧੀਆ ਕੀਮਤਾਂ, ਸ਼ਾਨਦਾਰ ਸਿਲੈਕਸ਼ਨ।","ਭੈੜੀਆਂ ਕੀਮਤਾਂ, ਮਾੜੀ ਸਿਲੈਕਸ਼ਨ।"
372,ਬਹੁਤ ਵਧੀਆ ਖਾਣਾ ਅਤੇ ਸੇਵਾ!,ਬਹੁਤ ਮਾੜਾ ਖਾਣਾ ਅਤੇ ਸੇਵਾ!
373,ਇਹ ਮੈਟਰੋ ਖੇਤਰ ਵਿੱਚ ਸਰਬੋਤਮ ਯਾਰਨ ਸਟੋਰ ਹੈ।,ਇਹ ਮੈਟਰੋ ਖੇਤਰ ਵਿੱਚ ਸਭ ਤੋਂ ਭੈੜਾ ਯਾਰਨ ਸਟੋਰ ਹੈ।
374,ਵਧੀਆ ਲੰਚ ਸਪੈਸ਼ਲ ਅਤੇ ਸ਼ਾਨਦਾਰ ਸਟਾਫ।,ਬੇਕਾਰ ਲੰਚ ਸਪੈਸ਼ਲ ਅਤੇ ਬੇਕਾਰ ਸਟਾਫ।
375,ਅਤੇ ਹਰ ਆਖਰੀ ਬੁਰਕੀ ਦਾ ਅਨੰਦ ਲਿਆ ਹੈ।,ਅਤੇ ਹਰ ਬੁਰਕੀ ਨੂੰ ਨਿਗਲਿਆ ਹੈ
376,ਭੋਜਨ ਹਮੇਸ਼ਾਂ ਸ਼ਾਨਦਾਰ ਹੁੰਦਾ ਹੈ ਭਾਵੇਂ ਮੈਂ ਜੋ ਮਰਜੀ ਆਰਡਰ ਕਰਾਂ।,ਖਾਣਾ ਹਮੇਸ਼ਾ ਬੇਕਾਰ ਹੁੰਦਾ ਹੈ ਭਾਵੇਂ ਮੈਂ ਜੋ ਮਰਜੀ ਆਰਡਰ ਕਰਾਂ।
377,ਉਹ ਬਹੁਤ ਦੋਸਤਾਨਾ ਅਤੇ ਵਾਜਬ ਕੀਮਤ ਵਾਲੇ ਸਨ।,"ਉਹ ਬਹੁਤ ਕਠੋਰ ਸਨ, ਅਤੇ ਬਹੁਤ ਜ਼ਿਆਦਾ ਕੀਮਤ ਵਾਲੇ ਸਨ "
378,ਹਿੱਸੇ ਅਤੇ ਸਹਾਇਕ ਉਪਕਰਣਾਂ ਦੀਆਂ ਵਾਜਬ ਕੀਮਤਾਂ ਦੀ ਚੰਗੀ ਸਿਲੈਕਸ਼ਨ।,"ਹਿੱਸੇ ਅਤੇ ਉਪਕਰਣਾਂ ਦੀ ਬੇਕਾਰ ਸਿਲੈਕਸ਼ਨ, ਅਤੇ ਬਹੁਤ ਜ਼ਿਆਦਾ ਕੀਮਤ"
379,ਭੋਜਨ ਇੱਥੇ ਬਹੁਤ ਵਧੀਆ ਹੈ ਅਤੇ ਬਹੁਤ ਪ੍ਰਮਾਣਿਕ।,ਖਾਣਾ ਇੱਥੇ ਬਹੁਤ ਬੁਰਾ ਹੈ ਅਤੇ ਬਹੁਤ ਹੀ ਦਿਖਾਵੇ ਨਾਲ ਭਰਿਆ ਹੋਏ ਹੈ ।
380,"ਬਹੁਤ ਵਧੀਆ ਭੋਜਨ, ਘੱਟ ਕੀਮਤਾਂ ਅਤੇ ਇੱਕ ਪ੍ਰਮਾਣਿਕ ​​ਮੈਕਸੀਕਨ ਕੈਂਟਿਨਾ ਦਾ ਅਨੁਭਵ।","ਬੇਕਾਰ ਭੋਜਨ, ਭੈੜੀਆਂ ਕੀਮਤਾਂ ਅਤੇ ਇੱਕ ਸੂਡੋ ਮੈਕਸੀਕਨ ਕੈਂਟੀਨਾਂ ਦਾ ਅਨੁਭਵ "
381,"ਇਹ ਜਗ੍ਹਾ 'ਤੇ ਬਹੁਤ ਵਧੀਆ, ਸੁਆਦੀ ਟੇਕ ਆਊਟ ਮਿਲਦਾ ਹੈ ","ਜਗ੍ਹਾ ਠੀਕ ਹੈ, ਟੈਕਆਉਟ ਲਈ ਠੀਕ ਹੈ"
382,ਹਰ ਵਾਰ ਜਦੋਂ ਤੁਸੀਂ ਜਾਂਦੇ ਹੋ ਤਾਂ ਇਹ ਇਕ ਨਵਾਂ ਹੀ ਤਜਰਬਾ ਹੁੰਦਾ ਹੈ ਅਤੇ ਨਵੇਂ ਸੁਆਦ ਹੁੰਦੇ ਹਨ।,ਇਹ ਉਹੀ ਪੁਰਾਣਾ ਤਜਰਬਾ ਅਤੇ ਹਰ ਵਾਰ ਜਦੋਂ ਤੁਸੀਂ ਜਾਂਦੇ ਹੋ ਤਾਂ ਉਹੀ ਪੁਰਾਣਾ ਅਨੁਭਵ
383,ਮੈਂ ਅਤੇ ਪਰਿਵਾਰ / ਦੋਸਤ ਸਾਲਾਂ ਤੋਂ ਉਨ੍ਹਾਂ ਕੋਲ ਜਾ ਰਹੇ ਹਨ!,ਮੈਂ ਅਤੇ ਪਰਿਵਾਰ / ਦੋਸਤਾਂ ਨੇ ਕਈ ਸਾਲ ਪਹਿਲਾਂ ਜਾਣਾ ਬੰਦ ਕਰ ਦਿੱਤਾ!
384,ਉਨ੍ਹਾਂ ਨੇ ਮੇਰੀ ਆਖਰੀ ਫੇਰੀ ਤੋਂ ਬਾਅਦ ਕੁਝ ਨਵੀਆਂ ਚੀਜ਼ਾਂ ਸ਼ਾਮਲ ਕੀਤੀਆਂ ਹਨ।,ਲੰਬੇ ਸਮੇਂ ਤੋਂ ਕੋਈ ਨਵੀਂ ਚੀਜ਼ ਸ਼ਾਮਲ ਨਹੀਂ ਕੀਤੀ ਗਈ ਹੈ
385,ਉਹ ਇਸ ਨੂੰ ਤੁਹਾਡੇ ਲਈ ਸਾਹਮਣੇ ਲਿਆਉਂਦੇ ਹਨ ਅਤੇ ਬਹੁਤ ਮਦਦਗਾਰ ਹੁੰਦੇ ਹਨ।,ਉਹ ਇਸ ਨੂੰ ਤੁਹਾਡੇ ਲਈ ਸਾਹਮਣੇ ਨਹੀਂ ਲਿਆਉਂਦੇ ਅਤੇ ਮਦਦਗਾਰ ਨਹੀਂ ਹਨ।
386,ਖੇਡਾਂ ਲਈ ਸ਼ਾਨਦਾਰ ਜਗ੍ਹਾ ਹੈ ਜਿੱਥੇ ਕਈ ਟੀਵੀ ਲੱਗੇ ਹਨ ਅਤੇ ਹੱਲਾ-ਗਿੱਲਾ ਮਚਾਉਣ ਵਾਲੇ ਲੋਕ ਹੁੰਦੇ ਹਨ,ਖੇਡਾਂ ਲਈ ਚੰਗੀ ਜਗ੍ਹਾ ਨਹੀਂ ਹੈ ਜਿੱਥੇ ਇੱਕੋ ਟੀਵੀਲੱਗਿਆ ਹੈ ਅਤੇ ਬੋਰ ਕਰਨ ਵਾਲੇ ਲੋਕ ਹੁੰਦੇ ਹਨ
387,ਮੇਰੇ ਸਾਰੇ ਕਪੜੇ ਚਮਕਦਾਰ ਸਥਿਤੀ ਵਿੱਚ ਵਾਪਸ ਕਰ ਦਿੱਤੇ ਗਏ ਹਨ!,ਮੇਰੇ ਸਾਰੇ ਕਪੜੇ ਬੇਕਾਰ ਸਥਿਤੀ ਵਿੱਚ ਵਾਪਸ ਕਰ ਦਿੱਤੇ ਗਏ ਹਨ!
388,ਮੈਂ ਅੱਜ ਤੱਕ ਦੇ ਸਭ ਤੋਂ ਵਧੀਆ ਵੇਲਜ਼ ਵਿਚੋਂ ਇਕ ਖਾਧਾ ਅਤੇ ਵਾਜਬ ਕੀਮਤਾਂ ਤੇ ।,ਮੈਂ ਅੱਜ ਤੱਕ ਦੇ ਸਭ ਤੋਂ ਮਾੜਾ ਵੇਲਜ਼ ਵਿਚੋਂ ਇਕ ਖਾਧਾ ਅਤੇ ਗੈਰ-ਵਾਜਬ ਕੀਮਤਾਂ ਤੇ ।
389,"ਭੋਜਨ ਚੰਗਾ ਸੀ, ਸਟੀਕ ਬਾਈਟਸ ਅਤੇ ਹਮਸ ਪਲੇਟ ਦੀ ਜ਼ਰੂਰ ਕਹਾਣੀ ਚਾਹੀਦੀ ਹੈ ।","ਭੋਜਨ ਮਾੜਾ ਸੀ, ਸਟੀਕ ਬਾਈਟਸ ਅਤੇ ਹਮਸ ਪਲੇਟ ਤੋਂ ਬਚਣਾ ਚਾਹੀਦਾ ਹੈ"
390,ਜਿੱਥੋਂ ਤੱਕ ਪੀਜ਼ਾ ਦੀ ਗੱਲ ਹੈ ਇਹ ਮੇਰੇ ਦੁਆਰਾ ਖਾਧੇ ਸਭ ਤੋਂ ਵਧੀਆ ਵਿਚੋਂ ਇੱਕ ਹੈ।,ਜਿੱਥੋਂ ਤੱਕ ਪੀਜ਼ਾ ਦੀ ਗੱਲ ਹੈ ਇਹ ਮੇਰੇ ਦੁਆਰਾ ਖਾਧੇ ਸਭ ਤੋਂ ਭੈੜਿਆਂ ਵਿਚੋਂ ਇੱਕ ਹੈ।
391,ਸਚਮੁੱਚ ਚੰਗੀ ਸੇਵਾ ਅਤੇ ਖਾਣਾ।,ਸਚਮੁਚ ਮਾੜੀ ਸੇਵਾ ਅਤੇ ਖਾਣਾ।
392,ਉਨ੍ਹਾਂ ਦੀਆਂ ਸੈਂਡਵਿਚਾਂ ਸਚਮੁਚ ਸਵਾਦ ਸਨ।,ਸੈਂਡਵਿਚ ਵਾਹਿਆਤ ਸਨ।
393,ਹਮੇਸ਼ਾਂ ਇੱਕ ਮਜ਼ੇਦਾਰ ਅਤੇ ਦੋਸਤਾਨਾ ਮਾਹੌਲ।,ਹਮੇਸ਼ਾਂ ਬੋਰਿੰਗ ਅਤੇ ਗੈਰ-ਦੋਸਤਾਨਾ ਮਾਹੌਲ।
394,ਮੈਂ ਇਸ ਸਥਾਨ 'ਤੇ ਇੱਕ ਨਿਯਮਤ ਡ੍ਰਾਇਵ-ਥਰੂ ਗਾਹਕ ਹਾਂ।,ਮੈਂ ਇਸ ਸਥਾਨ 'ਤੇ ਇੱਕ ਨਿਯਮਤ ਡ੍ਰਾਇਵ-ਥਰੂ ਗਾਹਕ ਬਣਨ ਲਈ ਮਜ਼ਬੂਰ ਹਾਂ।
395,ਇਹ ਬਹੁਤ ਸੁਆਦ ਸੀ; ਮੈਂ ਕਦੇ ਵੀ ਇਸ ਤਰ੍ਹਾਂ ਦਾ ਨਹੀਂ ਖਾਧਾ ਸੀ!,ਇਹ ਬਹੁਤ ਬੇਕਾਰ ਸੀ; ਮੈਂ ਕਦੇ ਵੀ ਇਸ ਤਰ੍ਹਾਂ ਦਾ ਨਹੀਂ ਖਾਧਾ ਸੀ!
396,ਨਿਸ਼ਚਤ ਰੂਪ ਇਹ ਐਸਾ ਹੈ ਜੋ ਮੈਂ ਦੁਬਾਰਾ ਖਾਵਾਂਗਾ!,ਇਹ ਐਸਾ ਨਹੀਂ ਹੈ ਜੋ ਮੈਂ ਦੁਬਾਰਾ ਖਾਵਾਂਗਾ!
397,ਕੈਲੀਫੋਰਨੀਆ ਬੈਰਿਟੋ ਵੀ ਇੱਕ ਵਧੀਆ ਬੈਰਿਟੋ ਸੀ।,ਕੈਲੀਫੋਰਨੀਆ ਬੈਰਿਟੋ ਵੀ ਮਾੜਾ ਬੈਰਿਟੋ ਸੀ।
398,"ਉਹ ਔਰਤ ਜਿਸਨੇ ਅੱਜ ਮੇਰੀ ਮਦਦ ਕੀਤੀ, ਬਹੁਤ ਦੋਸਤਾਨਾ ਅਤੇ ਜਾਣਕਾਰ ਸੀ।","ਉਹ ਔਰਤ ਜਿਸਨੇ ਅੱਜ ਮੇਰੀ ਮਦਦ ਕੀਤੀ, ਦੋਸਤਾਨਾ ਨਹੀਂ ਸੀ ਅਤੇ ਅਣਜਾਣ ਸੀ"
399,"ਸੇਵਾ ਵਧੀਆ,ਖਾਣਾ ਸੁਆਦ ਅਤੇ ਭਾਅ ਇਕਦੱਮ ਸਹੀ ਸੀ।",ਸੇਵਾ ਮਾੜੀ ਸੀ ਅਤੇ ਉਹ ਖਾਣਾ ਮਹਿੰਗਾ ਅਤੇ ਭਾਅ ਬਿਲਕੁਲ ਵਾਜਿਬ ਨਹੀਂ ਸੀ ।
400,ਮੀਨੂੰ ਅਤੇ ਡਰਿੰਕ ਦੋਨੋ ਪਸੰਦ ਆਏ।,ਮੀਨੂੰ ਅਤੇ ਡਰਿੰਕ ਦੋਨੋ ਪਸੰਦ ਨਹੀਂ ਆਏ।
401,"ਪੀਈ ਵੇਈ ਕੋਲ ਵਾਜਿਬ ਕੀਮਤਾਂ, ਤੇਜ਼ ਸੇਵਾ ਅਤੇ ਬਾਹਰ ਬੈਠਣ ਵਾਲੀ ਸ਼ਾਨਦਾਰ ਜਗ੍ਹਾ ਹੈ","ਪੀਈ ਵੇਈ ਨੇ ਅਣਉਚਿਤ ਕੀਮਤਾਂ, ਹੌਲੀ ਸੇਵਾ ਅਤੇ ਬਾਹਰ ਬੈਠਣ ਵਾਲੀ ਬੇਕਾਰ ਜਗ੍ਹਾ ਹੈ"
402,ਇਹ ਇਕ ਵਧੀਆ ਤਜਰਬਾ ਸੀ!,ਇਹ ਇਕ ਬੇਕਾਰ ਤਜਰਬਾ ਸੀ!
403,ਉਸ ਦਾ ਮਜ਼ਾਕ ਇਕ ਰੁਟੀਨ ਯਾਤਰਾ ਨੂੰ ਮਨੋਰੰਜਕ ਬਣਾ ਦਿੰਦਾ ਹੈ।,ਉਸ ਦਾ ਮਜ਼ਾਕ ਇਕ ਰੁਟੀਨ ਯਾਤਰਾ ਨੂੰ ਬੋਰਿੰਗ ਬਣਾ ਦਿੰਦਾ ਹੈ।
404,ਮੈਂ ਇਸ ਜਗ੍ਹਾ ਨੂੰ ਪਿਆਰ ਕਰਦਾ ਹਾਂ ਅਤੇ ਵਾਪਸ ਆਉਣਾ ਜਾਰੀ ਰੱਖਾਂਗਾ।,ਮੈਂ ਇਸ ਜਗ੍ਹਾ ਨੂੰ ਪਸੰਦ ਨਹੀਂ ਕਰਦਾ ਅਤੇ ਵਾਪਸ ਨਹੀਂ ਆਵਾਂਗਾ ।
405,ਸਾਨੂੰ ਉਸੇ ਵੇਲੇ ਬਿਠਾਇਆ ਗਿਆ ਅਤੇ ਸਟਾਫ ਦਾ ਹਰ ਮੈਂਬਰ ਬਹੁਤ ਦੋਸਤਾਨਾ ਅਤੇ ਖੁਸ਼ ਸੀ।,ਲੰਬੇ ਸਮੇਂ ਤੋਂ ਬਾਅਦ ਬਿਠਾਇਆ ਗਿਆ ਅਤੇ ਸਟਾਫ ਦਾ ਹਰ ਮੈਂਬਰ ਬਹੁਤ ਕਠੋਰ ਅਤੇ ਮੂਡੀ ਸੀ।
406,ਨਿਸ਼ਚਤ ਤੌਰ 'ਤੇ ਵਾਪਸ ਜਾ ਕੇ ਅਤੇ ਦੋਸਤਾਂ ਨੂੰ ਸਿਫਾਰਸ਼ ਕਰਾਂਗਾ।,ਵਾਪਸ ਜਾ ਕੇ ਦੋਸਤਾਂ ਨੂੰ ਸਿਫਾਰਸ਼ ਨਹੀਂ ਕਰਾਂਗਾ
407,ਉਨ੍ਹਾਂ ਦਾ ਛੋਟਾ ਕੈਲਜ਼ੋਨ ਸੱਚਮੁੱਚ ਵਿਸ਼ਾਲ ਹੈ!,ਉਨ੍ਹਾਂ ਦਾ ਛੋਟਾ ਕੈਲਜ਼ੋਨ ਅਸਲ ਵਿੱਚ ਬਹੁਤ ਛੋਟਾ ਹੈ!
408,ਭੋਜਨ ਵੀ ਬਹੁਤ ਚੰਗਾ ਹੈ।,ਭੋਜਨ ਸਿਰਫ ਠੀਕ ਹੈ
409,ਮਾਰਗਾਰੀਟਾ ਵੀ ਸਵਾਦ ਸੀ ਅਤੇ ਆਈਸ ਕਰੀਮ ਨਾਲ ਮੰਸੋਸ ਵੀ ਸ਼ਾਨਦਾਰ ਸੀ,ਮਾਰਗਾਰੀਟਾ ਦਾ ਕੋਈ ਸੁਆਦ ਨਹੀਂ ਸੀ ਅਤੇ ਆਈਸ ਕਰੀਮ ਨਾਲ ਮੰਸੋਸ ਵੀ ਫਿੱਕੇ ਸਨ
410,ਮੈਂ ਆਹੀ ਟੂਨਾ ਦੀ ਜ਼ੋਰਦਾਰ ਸਿਫਾਰਸ਼ ਕਰਦਾ ਹਾਂ।,ਮੈਂ ਆਹੀ ਟੂਨਾ ਦੀ ਸਿਫਾਰਸ਼ ਨਹੀਂ ਕਰਦਾ।
411,"ਉਹ ਇੰਨੀ ਧੀਰਜਵਾਨ, ਦਿਆਲੂ ਅਤੇ ਸਮਝਣ ਵਾਲੀ ਸੀ।","ਉਹ ਬਹੁਤ ਬੇਸਬਰ, ਕਠੋਰ ਅਤੇ ਸਾਡੇ ਆਉਣ 'ਤੇ ਖੁਸ਼ ਨਹੀਂ ਸੀ।"
412,"ਹੋਰ ਤਾਂ ਹੋਰ, ਪੀਜ਼ਾ ਵੀ ਅੱਛਾ ਹੈ।","ਹੋਰ ਤਾਂ ਹੋਰ, ਪੀਜ਼ਾ ਵੀ ਬੇਕਾਰ ਹੈ।"
413,ਉੱਤਮਤਾ ਲਈ ਪਕਾਇਆ ਅਤੇ ਬਹੁਤ ਸੁਆਦਲਾ ।,ਲੋੜ ਤੋਂ ਜਿਆਦਾ ਪਕਾਇਆ ਗਿਆ ਅਤੇ ਫਿੱਕਾ
414,ਚਾਲਕ ਦਲ ਬਹੁਤ ਦੋਸਤਾਨਾ ਅਤੇ ਅਨੁਕੂਲ ਸੀ।,ਚਾਲਕ ਦਲ ਬਹੁਤ ਮਤਲਬੀ ਸੀ ਅਤੇ ਮਿਲਣਸਾਰ ਨਹੀਂ ਸੀ।
415,ਇੱਥੇ ਸ਼ੁਸ਼ੀ ਬਹੁਤ ਵਧੀਆ ਹੈ ਅਤੇ ਮੈਨੂੰ ਖੀਰੇ ਦਾ ਸਲਾਦ ਪਸੰਦ ਹੈ।,ਸੁਸ਼ੀ ਇੱਥੇ ਖਰਾਬ ਹੈ ਅਤੇ ਮੈਂ ਖੀਰੇ ਦੇ ਸਲਾਦ ਨੂੰ ਨਫ਼ਰਤ ਕਰਦਾ ਹਾਂ।
